8,0,1,2,-61
8,1,1,2,-60
8,0,2,1,-59
8,2,1,2,-62
8,1,2,1,-54
8,3,1,2,-59
8,2,2,1,-54
8,4,1,2,-62
8,3,2,1,-60
8,5,1,2,-60
8,4,2,1,-61
8,6,1,2,-61
8,5,2,1,-55
8,7,1,2,-62
8,6,2,1,-60
8,8,1,2,-62
8,7,2,1,-55
8,9,1,2,-60
8,8,2,1,-58
8,10,1,2,-63
8,9,2,1,-60
8,11,1,2,-63
8,10,2,1,-63
8,12,1,2,-64
8,11,2,1,-58
8,13,1,2,-61
8,12,2,1,-60
8,14,1,2,-64
8,13,2,1,-60
8,15,1,2,-64
8,14,2,1,-59
8,16,1,2,-61
8,15,2,1,-56
8,17,1,2,-60
8,16,2,1,-60
8,18,1,2,-61
8,17,2,1,-60
8,19,1,2,-62
8,18,2,1,-59
8,20,1,2,-61
8,19,2,1,-56
8,21,1,2,-62
8,20,2,1,-58
8,22,1,2,-61
8,21,2,1,-59
8,23,1,2,-62
8,22,2,1,-60
8,24,1,2,-66
8,23,2,1,-64
8,25,1,2,-64
8,24,2,1,-55
8,26,1,2,-60
8,25,2,1,-61
8,27,1,2,-66
8,26,2,1,-62
8,28,1,2,-64
8,27,2,1,-60
8,29,1,2,-64
8,28,2,1,-56
8,30,1,2,-62
8,29,2,1,-61
8,31,1,2,-72
8,30,2,1,-70
8,32,1,2,-70
8,31,2,1,-63
8,33,1,2,-65
8,32,2,1,-62
8,34,1,2,-66
8,33,2,1,-63
8,35,1,2,-65
8,34,2,1,-62
8,36,1,2,-64
8,35,2,1,-62
8,37,1,2,-65
8,36,2,1,-63
8,38,1,2,-66
8,37,2,1,-64
8,39,1,2,-66
8,38,2,1,-65
8,40,1,2,-68
8,39,2,1,-64
8,41,1,2,-68
8,40,2,1,-65
8,42,1,2,-69
8,41,2,1,-65
8,43,1,2,-70
8,42,2,1,-66
8,44,1,2,-68
8,43,2,1,-65
8,45,1,2,-73
8,44,2,1,-67
8,46,1,2,-71
8,45,2,1,-69
8,47,1,2,-69
8,46,2,1,-62
8,48,1,2,-69
8,47,2,1,-66
8,49,1,2,-66
8,48,2,1,-61
8,50,1,2,-63
8,49,2,1,-60
8,51,1,2,-60
8,50,2,1,-58
8,52,1,2,-61
8,51,2,1,-59
8,53,1,2,-62
8,52,2,1,-63
8,54,1,2,-66
8,53,2,1,-63
8,55,1,2,-64
8,54,2,1,-62
8,56,1,2,-64
8,55,2,1,-64
8,57,1,2,-66
8,56,2,1,-61
8,58,1,2,-60
8,57,2,1,-55
8,59,1,2,-61
8,58,2,1,-60
8,60,1,2,-66
8,59,2,1,-63
8,61,1,2,-62
8,60,2,1,-60
8,62,1,2,-62
8,61,2,1,-56
8,63,1,2,-60
8,62,2,1,-55
8,64,1,2,-54
8,63,2,1,-56
8,65,1,2,-54
8,64,2,1,-56
8,66,1,2,-54
8,65,2,1,-57
8,67,1,2,-56
8,66,2,1,-55
8,68,1,2,-54
8,67,2,1,-56
8,69,1,2,-54
8,68,2,1,-57
8,70,1,2,-54
8,69,2,1,-57
8,71,1,2,-54
8,70,2,1,-55
8,72,1,2,-54
8,71,2,1,-53
8,73,1,2,-54
8,72,2,1,-57
8,74,1,2,-58
8,73,2,1,-55
8,75,1,2,-54
8,74,2,1,-56
8,76,1,2,-54
8,75,2,1,-54
8,77,1,2,-56
8,76,2,1,-53
8,78,1,2,-55
8,77,2,1,-54
8,79,1,2,-55
8,78,2,1,-52
8,80,1,2,-54
8,79,2,1,-52
8,81,1,2,-55
8,80,2,1,-52
8,82,1,2,-55
8,81,2,1,-55
8,83,1,2,-55
8,82,2,1,-52
8,84,1,2,-55
8,83,2,1,-54
8,85,1,2,-54
8,84,2,1,-59
8,86,1,2,-57
8,85,2,1,-55
8,87,1,2,-54
8,86,2,1,-54
8,88,1,2,-54
8,87,2,1,-53
8,89,1,2,-55
8,88,2,1,-54
8,90,1,2,-56
8,89,2,1,-57
8,91,1,2,-57
8,90,2,1,-55
8,92,1,2,-57
8,91,2,1,-57
8,93,1,2,-58
8,92,2,1,-58
8,94,1,2,-54
8,93,2,1,-55
8,95,1,2,-54
8,94,2,1,-57
8,96,1,2,-60
8,95,2,1,-57
8,97,1,2,-58
8,96,2,1,-56
8,98,1,2,-54
8,97,2,1,-55
8,99,1,2,-56
8,98,2,1,-60
8,100,1,2,-58
8,99,2,1,-55
8,101,1,2,-54
8,100,2,1,-58
8,102,1,2,-61
8,101,2,1,-60
8,103,1,2,-62
8,102,2,1,-55
8,104,1,2,-60
8,103,2,1,-54
8,105,1,2,-54
8,104,2,1,-54
8,106,1,2,-59
8,105,2,1,-60
8,107,1,2,-65
8,106,2,1,-62
8,108,1,2,-62
8,107,2,1,-62
8,109,1,2,-64
8,108,2,1,-58
8,110,1,2,-60
8,109,2,1,-58
8,111,1,2,-54
8,110,2,1,-55
8,112,1,2,-55
8,111,2,1,-57
8,113,1,2,-58
8,112,2,1,-56
8,114,1,2,-58
8,113,2,1,-54
8,115,1,2,-60
8,114,2,1,-54
8,116,1,2,-59
8,115,2,1,-55
8,117,1,2,-60
8,116,2,1,-54
8,118,1,2,-60
8,117,2,1,-55
8,119,1,2,-60
8,118,2,1,-56
8,120,1,2,-61
8,119,2,1,-56
8,121,1,2,-62
8,120,2,1,-60
8,122,1,2,-65
8,121,2,1,-62
8,123,1,2,-66
8,122,2,1,-61
8,124,1,2,-62
8,123,2,1,-55
8,125,1,2,-64
8,124,2,1,-64
8,126,1,2,-68
8,125,2,1,-62
8,127,1,2,-66
8,126,2,1,-57
8,128,1,2,-60
8,127,2,1,-54
8,129,1,2,-62
8,128,2,1,-54
8,130,1,2,-62
8,129,2,1,-58
8,131,1,2,-60
8,130,2,1,-58
8,132,1,2,-60
8,131,2,1,-56
8,133,1,2,-63
8,132,2,1,-58
8,134,1,2,-60
8,133,2,1,-59
8,135,1,2,-60
8,134,2,1,-54
8,136,1,2,-60
8,135,2,1,-60
8,137,1,2,-64
8,136,2,1,-58
8,138,1,2,-62
8,137,2,1,-62
8,139,1,2,-63
8,138,2,1,-58
8,140,1,2,-62
8,139,2,1,-61
8,141,1,2,-60
8,140,2,1,-56
8,142,1,2,-66
8,141,2,1,-60
8,143,1,2,-66
8,142,2,1,-58
8,144,1,2,-62
8,143,2,1,-54
8,145,1,2,-62
8,144,2,1,-59
8,146,1,2,-60
8,145,2,1,-59
8,147,1,2,-66
8,146,2,1,-56
8,148,1,2,-60
8,147,2,1,-55
8,149,1,2,-60
8,148,2,1,-55
8,150,1,2,-62
8,149,2,1,-55
8,151,1,2,-59
8,150,2,1,-55
8,152,1,2,-60
8,151,2,1,-58
8,153,1,2,-60
8,152,2,1,-58
8,154,1,2,-62
8,153,2,1,-54
8,155,1,2,-60
8,154,2,1,-59
8,156,1,2,-63
8,155,2,1,-62
8,157,1,2,-64
8,156,2,1,-64
8,158,1,2,-64
8,157,2,1,-57
8,159,1,2,-58
8,158,2,1,-57
8,160,1,2,-64
8,159,2,1,-56
8,161,1,2,-60
8,160,2,1,-58
8,162,1,2,-54
8,161,2,1,-55
8,163,1,2,-58
8,162,2,1,-55
8,164,1,2,-65
8,163,2,1,-60
8,165,1,2,-61
8,164,2,1,-55
8,166,1,2,-60
8,165,2,1,-56
8,167,1,2,-60
8,166,2,1,-58
8,168,1,2,-61
8,167,2,1,-56
8,169,1,2,-60
8,168,2,1,-59
8,170,1,2,-59
8,169,2,1,-59
8,171,1,2,-54
8,170,2,1,-56
8,172,1,2,-54
8,171,2,1,-56
8,173,1,2,-54
8,172,2,1,-57
8,174,1,2,-58
8,173,2,1,-55
8,175,1,2,-64
8,174,2,1,-66
8,176,1,2,-76
8,175,2,1,-72
8,177,1,2,-76
8,176,2,1,-72
8,178,1,2,-77
8,177,2,1,-77
8,179,1,2,-79
8,178,2,1,-78
8,180,1,2,-81
8,181,1,2,-75
8,179,2,1,-67
8,182,1,2,-69
8,180,2,1,-63
8,183,1,2,-63
8,181,2,1,-58
8,184,1,2,-61
8,182,2,1,-57
8,185,1,2,-62
8,183,2,1,-60
8,186,1,2,-64
8,184,2,1,-62
8,187,1,2,-66
8,185,2,1,-64
8,188,1,2,-68
8,186,2,1,-64
8,189,1,2,-66
8,187,2,1,-64
8,190,1,2,-64
8,188,2,1,-64
8,191,1,2,-74
8,189,2,1,-65
8,192,1,2,-66
8,190,2,1,-65
8,193,1,2,-72
8,191,2,1,-67
8,194,1,2,-70
8,192,2,1,-69
8,195,1,2,-64
8,193,2,1,-60
8,196,1,2,-74
8,194,2,1,-66
8,197,1,2,-66
8,195,2,1,-63
8,198,1,2,-66
8,196,2,1,-65
8,199,1,2,-67
8,197,2,1,-62
8,200,1,2,-64
8,198,2,1,-60
8,201,1,2,-64
8,199,2,1,-61
8,202,1,2,-64
8,200,2,1,-61
8,203,1,2,-64
8,201,2,1,-64
8,204,1,2,-72
8,202,2,1,-59
8,205,1,2,-65
8,203,2,1,-61
8,206,1,2,-66
8,204,2,1,-64
8,207,1,2,-66
8,205,2,1,-64
8,208,1,2,-64
8,206,2,1,-58
8,209,1,2,-62
8,207,2,1,-57
8,210,1,2,-62
8,208,2,1,-54
8,211,1,2,-61
8,209,2,1,-63
8,212,1,2,-70
8,210,2,1,-65
8,213,1,2,-68
8,211,2,1,-60
8,214,1,2,-62
8,212,2,1,-59
8,215,1,2,-62
8,213,2,1,-60
8,216,1,2,-63
8,214,2,1,-62
8,217,1,2,-66
8,215,2,1,-62
8,218,1,2,-64
8,216,2,1,-60
8,216,2,1,-60
8,219,1,2,-62
8,217,2,1,-56
8,220,1,2,-61
8,218,2,1,-56
8,221,1,2,-63
8,219,2,1,-59
8,222,1,2,-61
8,220,2,1,-56
8,223,1,2,-62
8,221,2,1,-60
8,224,1,2,-64
8,222,2,1,-62
8,225,1,2,-66
8,223,2,1,-60
8,226,1,2,-63
8,224,2,1,-63
8,227,1,2,-74
8,225,2,1,-60
8,228,1,2,-62
8,226,2,1,-60
8,229,1,2,-64
8,227,2,1,-62
8,230,1,2,-66
8,228,2,1,-66
8,231,1,2,-70
8,229,2,1,-64
8,232,1,2,-65
8,230,2,1,-63
8,233,1,2,-70
8,231,2,1,-65
8,234,1,2,-66
8,232,2,1,-62
8,235,1,2,-66
8,233,2,1,-65
8,236,1,2,-64
8,234,2,1,-62
8,237,1,2,-66
8,235,2,1,-62
8,238,1,2,-64
8,236,2,1,-62
8,239,1,2,-70
8,237,2,1,-65
8,240,1,2,-66
8,238,2,1,-62
8,241,1,2,-70
8,239,2,1,-62
8,242,1,2,-66
8,240,2,1,-62
8,243,1,2,-66
8,241,2,1,-65
8,244,1,2,-66
8,242,2,1,-60
8,245,1,2,-62
8,243,2,1,-58
8,246,1,2,-60
8,244,2,1,-55
8,247,1,2,-62
8,245,2,1,-56
8,248,1,2,-60
8,246,2,1,-58
8,249,1,2,-56
8,247,2,1,-57
8,250,1,2,-58
8,248,2,1,-58
8,251,1,2,-60
8,249,2,1,-55
8,252,1,2,-61
8,250,2,1,-58
8,253,1,2,-62
8,251,2,1,-60
8,254,1,2,-64
8,252,2,1,-61
8,255,1,2,-64
8,253,2,1,-60
8,256,1,2,-64
8,254,2,1,-61
8,257,1,2,-70
8,255,2,1,-61
8,258,1,2,-64
8,256,2,1,-60
8,259,1,2,-61
8,257,2,1,-57
8,260,1,2,-60
8,258,2,1,-58
8,261,1,2,-61
8,259,2,1,-60
8,262,1,2,-64
8,260,2,1,-62
8,263,1,2,-63
8,261,2,1,-60
8,264,1,2,-64
8,262,2,1,-61
8,265,1,2,-62
8,263,2,1,-58
8,266,1,2,-61
8,264,2,1,-56
8,267,1,2,-64
8,265,2,1,-61
8,268,1,2,-70
8,266,2,1,-64
8,269,1,2,-64
8,267,2,1,-62
8,270,1,2,-68
8,268,2,1,-65
8,271,1,2,-65
8,269,2,1,-60
8,272,1,2,-66
8,270,2,1,-65
8,273,1,2,-67
8,271,2,1,-62
8,274,1,2,-64
8,272,2,1,-60
8,275,1,2,-63
8,273,2,1,-60
8,276,1,2,-62
8,274,2,1,-60
8,277,1,2,-63
8,275,2,1,-60
8,278,1,2,-60
8,276,2,1,-55
8,279,1,2,-54
8,277,2,1,-57
8,280,1,2,-59
8,278,2,1,-58
8,281,1,2,-60
8,279,2,1,-55
8,282,1,2,-60
8,280,2,1,-55
8,283,1,2,-60
8,281,2,1,-58
8,284,1,2,-58
8,282,2,1,-59
8,285,1,2,-54
8,283,2,1,-56
8,286,1,2,-54
8,284,2,1,-55
8,287,1,2,-56
8,285,2,1,-56
8,288,1,2,-55
8,286,2,1,-58
8,289,1,2,-58
8,287,2,1,-57
8,290,1,2,-54
8,288,2,1,-57
8,291,1,2,-54
8,289,2,1,-55
8,292,1,2,-58
8,290,2,1,-54
8,293,1,2,-60
8,291,2,1,-54
8,294,1,2,-59
8,292,2,1,-58
8,295,1,2,-58
8,293,2,1,-57
8,296,1,2,-58
8,294,2,1,-59
8,297,1,2,-60
8,295,2,1,-60
8,298,1,2,-59
8,296,2,1,-56
8,299,1,2,-54
8,297,2,1,-56
8,300,1,2,-58
8,298,2,1,-57
8,301,1,2,-56
8,299,2,1,-59
8,302,1,2,-61
8,300,2,1,-56
8,303,1,2,-59
8,301,2,1,-58
8,304,1,2,-58
8,302,2,1,-55
8,305,1,2,-62
8,303,2,1,-54
8,306,1,2,-60
8,304,2,1,-54
8,307,1,2,-60
8,305,2,1,-56
8,308,1,2,-62
8,306,2,1,-59
8,309,1,2,-60
8,307,2,1,-59
8,310,1,2,-56
8,308,2,1,-59
8,311,1,2,-54
8,309,2,1,-58
8,312,1,2,-58
8,310,2,1,-56
8,313,1,2,-65
